code;plan;theme;titre;dispoCode;dispoTitre;public;objectifs;contenu;duree;effectif;abonnement
100800;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Favoriser un climat de classe motivant et plus serein - distanciel;25A0090287;EXER07 @@ CLIMAT DE CLASSE + MOTIVANT ET SEREIN;enseignants, CPE, AED, AESH;Créer un climat de classe propice au travail et au bien être des élèves et des enseignants;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
il s'agira de développer les compétences et les postures pédagogiques qui favorisent un climat de classe serein et propice au travail et au bien être des élèves et des enseignants. On abordera donc les principes de la discipline positive pour créer un climat de confiance. Pour compléter, on verra les principes de la communication non violente qui permettront d'avoir des outils pour faciliter le relationnel. Et enfin, on développera les piliers de la motivation propices à l'engagement des élèves dans le travail.
Modalités : 4 webinaires de 2h - formatrices: Marie Landi - Valérie Beaumont - Aline Chudy";2;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100800/tab/trainee/pill/individualTrainingPlan
101053;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Evaluation positive et efficace - asynchrone;25A0090292;EXER08 @@ EVALUATION POSITIVE  EFFICACE;enseignants 2D;Créer un climat de classe propice au travail et au bien être des élèves et des enseignants;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Comment l'évaluation peut être un outil de motivation pour les élèves et les faire progresser ? Nous verrons les pratiques, méthodes et outils qui motivent l'élève, évaluent ses progrès et prennent en compte l'hétérogénéité dans les classes. Évaluation formative et formatrice, droit à l'erreur, droit de refaire, évaluation par contrat de confiance, évaluation par ceintures.
Module distanciel asynchrone : 2h
Formatrices : Marie Landi, Delphine Hude";2;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101053/tab/trainee/pill/individualTrainingPlan
101119;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Comment utiliser sa voix?;25A0090547;EXER14 - COMMENT UTILISER SA VOIX ?;Enseignants du 2nd degré;Travail individuel et collectif de mise en situation corporelle et vocale. Exercices favorisant la conscience corporelle basés sur la respiration, la posture, les appuis, la verticalité, l'ouverture, la fluidité, le mouvement dans l'espace;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Travailler sur la prise de parole et le silence. Aider les élèves à prendre conscience de leur présence aux autres et à eux-mêmes par une attention à la voix, au corps et à l'émotion. 
Modalités: 6h en août 2026 au collège Le Triolo à Villeneuve D'Ascq - Nathalie Gosset";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101119/tab/trainee/pill/individualTrainingPlan
101155;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;"""L'autonomie, cela s'apprend"" :  quand et comment ? - asynchrone";25A0090293;EXER09 @ AUTONOMIE ET APPRENTISSAGE;Ce stage est destiné à tout public et tout particulièrement les entrants dans le métier : néo-contractuels, contractuels, néo-titulaires, enseignants titularisés depuis quelques années;La formation alternera entre théories et pratiques afin, que par une analyse réflexive de pratique, chacun puisse dégager les leviers à confirmer ou à exploiter.;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Meirieu explique que « « On n'est pas autonome parce qu'on est livré à soi-même ; on devient autonome parce qu'on a appris à choisir dans un cadre exigeant. »
Comment ? Nous aborderons les différents axes tels que 
Quelles postures, quels gestes professionnels, quelles activités...sont propices au développement de l'autonomie ? Quand et comment faut-il instaurer un cadre exigeant et bienveillant propice au climat de classe et aux apprentissages ? 
En quoi est-ce un levier de motivation ? ...
Module asynchrone : 3h
Formatrice : Aline chudy";33;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101155/tab/trainee/pill/individualTrainingPlan
101157;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Travailler les CPS de manière expérientielle ou intégrée afin de répondre aux attentes du socle.;25A0090134;EXER03 - DEVELOPER LES CPS;"Tout public enseignant 1er et 2nd degré &#8211; inter-catégoriel possible";"Les compétences psychosociales sont une priorité nationale pour la génération 2022-2037. 
Il convient de les aborder de manière expérientielle formelle ou de manière intégrée formelle ou informelle. 
Toutes ces notions seront explicitées. Des exemples concrets et des mises en situation permettront aux enseignants de les intégrer dans leurs pratiques.";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
1- Présentiel qui rappellera le cadre du référentiel de Santé Publique France ( mars 2025) et le socle commun ( avril 2025) et les différentes modalités pour faire vivre les CPS (les mobiliser ou les travailler). 
Une présentation et expérimentation de CPS cognitives afin que les collègues puissent l'expérimenter. 
2- webinaire de 1h30 avec un retour d'expériences et une présentation d'une CPS émotionnelle afin que les collègues puissent l'expérimenter. 
3- webinaire de 1h 30 avec un retour d'expériences et une présentation d'une CPS sociale afin que les collègues puissent l'expérimenter. 
4- Temps en présentiel (3h) : bilan des CPS mobilisées de manière intégrée ( formelle ou informelle) puis 3 ateliers sur chaque des catégories de manière expérientielle.
Formatrice Aline Chudy";9;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101157/tab/trainee/pill/individualTrainingPlan
101691;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Aller vers l'évaluation positive et l'évaluation par contrat de confiance - Podcast à distance;25A0090307;EXER13 @ EVAL. POSITIVE PAR CONTRAT DE CONFIANCE;"Ce stage est destiné à tout public et tout 
particulièrement les entrants dans le métier : néo-
contractuels, contractuels, néo-titulaires, 
enseignants titularisés depuis quelques années";"- Mesurer, noter, évaluer : une question de point 
de vue
- Pourquoi évaluer ? 
- Quelles évaluations pour quels résultats ?
- Quelles évaluation pour quels élèves ?
- Comment mettre en place une évaluaion qui 
favorise des échanges entre parents et eseignants 
?
- Comment une évaluation destinée à mieux 
accompagner les élèves peut-elle prendre en compte 
les contraintes 
professionnelles des enseignants et le cadre 
institutionnel ?";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Travail en équipe autour de l'évaluation positive
Mise en œuvre dans les classes de l'évaluation du 
contrat de confiance qui permet de s'affranchir de la constante 
macabre. formateurs : Aurélien Prévost - Sophie 
Nilson";1;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101691/tab/trainee/pill/individualTrainingPlan
101709;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Développer l'agentivité des élèves pour leur permettre de se remotiver pour les apprentissages;25A0090787;EXER15 @ AGENTIVITE / REMOTIVATION;enseignant 2D;"- Développer l'attention chez les élèves
- Amener les élèves à mieux connaître les ressources dont elles/ils disposent pour apprendre
- Développer des outils permettant aux élèves de se situer dans les apprentissages
- Faire conscientiser aux élèves l'articulation entre cognition et émotion
- Évaluer et s'autoévaluer et co-construire avec les élèves les critères de réussite
- Pratiquer la réflexivité avec ses élèves
- Coopérer pour aider à la gestion de l'hétérogénéité
- Développer des outils pour mémoriser et faciliter le transfert de ce qui a été compris en classe";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
- Comment être capable d'agir dans le monde et sur le monde ? 
- Comment être soi, avec d'autres ?
- Comment comprendre le monde à travers ce qui est vécu et enseigné en classe ? 
- Comment l'objectif de l'école peut-il devenir l'empowerment des individus, l'accroissement de leur capacité à agir ? formateurs : Aurélien Prévost - Sophie Nilson";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101709/tab/trainee/pill/individualTrainingPlan
101710;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Développer l'agentivité des élèves pour leur permettre de se remotiver pour les apprentissages - Podcast à distance;25A0090787;EXER15 @ AGENTIVITE / REMOTIVATION;enseignants 2D;"- Développer l'attention chez les élèves
- Amener les élèves à mieux connaître les ressources dont elles/ils disposent pour apprendre
- Développer des outils permettant aux élèves de se situer dans les apprentissages
- Faire conscientiser aux élèves l'articulation entre cognition et émotion
- Évaluer et s'autoévaluer et co-construire avec les élèves les critères de réussite
- Pratiquer la réflexivité avec ses élèves
- Coopérer pour aider à la gestion de l'hétérogénéité
- Développer des outils pour mémoriser et faciliter le transfert de ce qui a été compris en classe";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
- Comment être capable d'agir dans le monde et sur le monde ? 
- Comment être soi, avec d'autres ?
- Comment comprendre le monde à travers ce qui est vécu et enseigné en classe ? 
- Comment l'objectif de l'école peut-il devenir l'empowerment des individus, l'accroissement de leur capacité à agir ?
formateurs : Aurélien Prévost - Sophie Nilson";1;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101710/tab/trainee/pill/individualTrainingPlan
102401;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Connaître des pédagogies actives pour engager les élèves dans les apprentissages;25A0091069;EXER91 @ PEDAGOGIES ACTIVES;Enseignants 2nd degré;"Identifier les liens entre les pédagogies actives et la motivation des élèves
Identifier des pratiques pédagogiques favorisant l'engagement et la motivation
Concevoir et expérimenter des dispositifs pédagogiques intégrant ces pratiques dans son contexte d'enseignement
Développer sa pratique professionnelle en s'appuyant sur les échanges entre pairs";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
-";6;15;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102401/tab/trainee/pill/individualTrainingPlan
102402;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Consolidation et Feedback;25A0091070;EXER92 @ CONSOLIDATION ET FEEDBACK;Enseignants 2nd degré;"Identifier les principes fondamentaux de la consolidation et des feedback
Connaître des outils numériques et non numériques issues des sciences cognitives pour améliorer la mémorisation et les feedback
Construire une séquence pédagogique intégrant l'IA pour la consolidation et le feedback";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
-";6;15;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102402/tab/trainee/pill/individualTrainingPlan
102403;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Employer les jeux vidéos pour renforcer les neurosciences cognitives;25A0091071;EXER90 @ JEUX VIDEOS ET CPS;Enseignants et personnels d'éducation 2nd degré;"Manipuler des jeux vidéos pour renforcer la mémorisation, les stratégies, l'attention...
Décrire des procédures cognitives pour accompagner la réalisation des situations de jeu
Mettre en pratique les principes de collaboration et de tutorat pour favoriser la compréhension des procédures mentales efficientes";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Cette formation propose d'aborder les principes neuro-scienctifiques cognitifs par le biais des jeux vidéos. Elle permettra d'expérimenter ces outils, de comprendre leurs enjeux et les fonctionnalités pour les intégrer dans un environnement scolaire. Le travail sur les jeux vidéos est également un média pour analyser ses procédures et ses fonctionnements afin de les faire évoluer positivement.";5;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102403/tab/trainee/pill/individualTrainingPlan
102405;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Escape game pédagogique;25A0091072;EXER93 - ESCAPE GAME PEDAGOGIQUE;Enseignants et personnels d'éducation 2nd degré;"Expérimenter des escape games pédagogiques
Identifier les grands principes d'un escape game pédagogique et les stratégies coopératives mises en œuvre
Connaître les outils d'aide à la conception";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Cette formation permet aux équipes pédagogiques de connaître la méthodologie de conception des jeux d'évasion (escape game) et d'en comprendre la plus-value pédagogique. Apports théoriques sur la ludopédagogie et l'escape game dans les apprentissages. Test de différents escape games pédagogiques. Découverte de différents outils de création d'un escape game pédagogique.";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102405/tab/trainee/pill/individualTrainingPlan
102536;ENS; EXERCER SON MÉTIER D'ENSEIGNANT;Les piliers de l'apprentissage : focus sur consolidation et feedback ;25A0091113;EXER93 - APPRENTISSAGE : CONSOLIDATION ET FEEDBACK;"&#8239;Toutes disciplines, tous les niveaux";"Comprendre les concepts et les enjeux autour des axes de la consolidation et du feedback. 
Expérimenter des outils, des dispositifs pour en comprendre les enjeux. Développer sa pratique professionnelle en s'appuyant sur les échanges entre pairs.";"CONTENUS TOUCHANT A PLUSIEURS GROUPES, INTER-TRANS
Lors de cette formation les concepts de consolidation de de feedback seront clarifiés en lien avec les sciences cognitives. Les enseignants découvriront des outils numériques qu'ils pourront prendre en main lors de la formation pour pouvoir les expérimenter en classe en fonction des besoins identifiés pour aider les élèves à apprendre. ";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102536/tab/trainee/pill/individualTrainingPlan
102580;ENS; GENIE CIVIL EN LYCEE PROFESSIONNEL;Le BIM en énergétique;25A0091130;GCLP01 - LE BIM EN ENERGETIQUE;Professeurs de la filière énergétique.;Acquérir des compétences techniques en BIM;"AUTRE CONTENU SCIENCES, TECHNO, SCIENCES INGENIEUR
Réaliser des activités pratiques sur les thématiques BIM ppur organiser la certification";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102580/tab/trainee/pill/individualTrainingPlan
102581;ENS; GENIE CIVIL EN LYCEE PROFESSIONNEL;La manipulation des fluides frigorigènes;25A0091131;GCLP03 - MANIPULATION FLUIDES FRIGORIGENES;Professeurs de la filière énergétique.;Acquérir des compétences techniques en manipulation des fluides frigorigènes;"ENERGETIQUE, CLIMATISATION, CHAUFFAGE
Acquérir des compétences techniques en manipulation des fluides frigorigènes";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102581/tab/trainee/pill/individualTrainingPlan
102582;ENS; GENIE CIVIL EN LYCEE PROFESSIONNEL;La manipulation des fluides frigorigènes;25A0091132;GCLP04 - A LA DECOUVERTE INSTALLATION AU CO2;Professeurs de la filière énergétique.;Acquérir des compétences techniques :  installation énergétique au CO2;"ENERGETIQUE, CLIMATISATION, CHAUFFAGE
Découvrir et réaliser des activités pratiques sur une  installation au CO2";3;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102582/tab/trainee/pill/individualTrainingPlan
102535;ENS; GENIE INDUSTRIEL EN LP;Génie industriel textiles et cuirs - Former et évaluer par compétences;25A0091112;GILP01 - GI TEXTILES ET CUIRS EVAL PAR COMPETENCES;Enseignants en Génie industriel textiles et cuirs;Ce module a pour objectif d'accompagner les enseignants en génie industriel des textiles et cuirs dans la mise en œuvre didactique du nouveau référentiel de couture et confection. Il s'inscrit dans une démarche de formation continue et fait suite aux journées de présentation du nouveau référentiel, permettant ainsi une appropriation progressive et une application efficace des nouvelles orientations pédagogiques.;"AIDE AUX APPRENTISSAGES (Y COMPRIS AIDE A L'ELEVE)
Co-construire avec les enseignants les méthodes nécessaires pour structurer une progression pédagogique cohérente et concevoir une échelle de compétences adaptée aux différents cycles d'apprentissage.
 
Objectifs spécifiques :
 
- Comprendre les principes fondamentaux de la progression pédagogique et de l'évaluation des compétences.
- Apprendre à structurer un parcours d'apprentissage progressif et adapté aux besoins des apprenants.
- Définir des niveaux de compétences et des critères d'évaluation pertinents.
- Intégrer des outils de suivi de compétences - Pronote.";9;15;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102535/tab/trainee/pill/individualTrainingPlan
102541;ENS; GENIE INDUSTRIEL EN LP;Maintenance des véhicules - Former et évaluer par compétences;25A0091116;GILP02 - MAINTENANCE VEHICULE-EVAL.PAR COMPETENCES;Enseignants en Maintenance des véhicules;Ce module a pour objectif d'accompagner les enseignants en génie mmécanique maintenance des véhicules dans la mise en œuvre didactique du nouveau référentiel . Il s'inscrit dans une démarche de formation continue et fait suite aux journées de présentation du nouveau référentiel, permettant ainsi une appropriation progressive et une application efficace des nouvelles orientations pédagogiques.;"AIDE AUX APPRENTISSAGES (Y COMPRIS AIDE A L'ELEVE)
Co-construire avec les enseignants les méthodes nécessaires pour structurer une progression pédagogique cohérente et concevoir une échelle de compétences adaptée aux différents cycles d'apprentissage.
 
Objectifs spécifiques :
 
- Comprendre les principes fondamentaux de la progression pédagogique et de l'évaluation des compétences.
- Apprendre à structurer un parcours d'apprentissage progressif et adapté aux besoins des apprenants.
- Définir des niveaux de compétences et des critères d'évaluation pertinents.
- Intégrer des outils de suivi de compétences - Pronote.";8;15;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102541/tab/trainee/pill/individualTrainingPlan
102564;ENS; GENIE MECANIQUE EN LP;Maintenance industrielle - Former et évaluer par compétences;25A0091123;GMLP01 - MAINTENANCE INDUS - EVAL PAR COMPETENCES;Enseignants GMLP - Maintenance industrielle;"Le suivi d'acquisition des compétences  la construction d'une séance
L'évaluation par compétences et la construction d'une épreuve certificative
Cpro: un outil numérique de  suivi d'acquisition des compétences";"DIDACTIQUE ET PEDAGOGIE
Découvrir et réaliser des activités pratiques sur une  installation au CO2";3;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102564/tab/trainee/pill/individualTrainingPlan
102566;ENS; GENIE MECANIQUE EN LP;Réseaux informatique industriel connecté, réalité augmentée, réalité virtuelle, de fabrication additive, robotique, cobotique, GMAO et Cpro;25A0091125;GMLP02 - INDUSTRIE ET TECHNOLOGIES 4.0;Enseignants GMLP - Maintenance industrielle;Acquérir des compétences techniques en industrie 4.0;"INFORMATIQUE-AUTOMATISME-MAINTENANCE INDUSTRIELLES
Réaliser des activités pratiques sur les thématiques: objets connectés, réseaux informatique industriel connecté, réalité augmentée, réalité virtuelle, de fabrication additive, robotique, cobotique, GMAO";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102566/tab/trainee/pill/individualTrainingPlan
101831;ENS; GRH DE FORMATION ET DE PROXIMITE;LA MISSION DE TUTEUR DANS LES DISPOSITIFS D'ACCOMPAGNEMENT;25A0090849;GRH_02 - STRATEGIES D'ENTRETIEN INDIVIDUEL;Personnes ayant été sollicitées pour l'accompagnement des personnels en difficulté;Didactiser un entretien avec une personne en souffrance / en difficulté. Construire un protocole d'entretien et apprendre à l'adapter en fonction de l'interlocuteur dans le cadre des dispositifs d'accompagnement.;"INGENIERIE EDUCATIVE ET DE FORMATION
1. Accompagner les personnels en difficulté/souffrance. Laquelle/Lesquelles ?
Concept de résistance au changement - Quels profils de résistance ?
Pourquoi cette résistance ?
Comment procéder pour contourner/éviter/surmonter cette résistance ?

2. L'entretien de formation
- Les enjeux
- Le déroulement pour un entretien efficace et formateur : l'entretien d'explicitation

3. Les profils de personnels et le style de communication
Quels profils ? Comment communiquer efficacement (études de cas)";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101831/tab/trainee/pill/individualTrainingPlan
100328;ENS; HISTOIRE DES ARTS;L'enseignement de l'Histoire des arts en collège et le développement des compétences orales.;25A0090215;HDA_01 @ L'HISTOIRE DES ARTS A PORTEE DE MOTS CLG;"Enseignants du 2nd degré. Une attention sera portée 
aux candidatures d'un même établissement.";"Enrichir la connaissance du patrimoine local et en 
prenant appui sur les ressources culturelles, 
historiques et artistiques locales, approfondir le 
référentiel des compétences en histoire des arts au 
collège selon les disciplines d'origine
Mobiliser les compétences attendues de fin de cycles 
3 et 4 en histoire des arts
Investir l'acquisition des fondamentaux dans une 
perspective plurielle: la maîtrise de la langue, la 
distanciation critique et à la construction d'une 
pensée singulière.";"AUTRE CONTENU ARTS ET PATRIMOINE
La découverte et l'appropriation d'un lieu 
patrimonial local offre l'opportunité d'ancrer les 
apprentissages dans une expérience motivante, 
sensible et scientifiquement riche. Comment faire 
de L'histoire des arts, enseignement de culture 
artistique à la croisée des disciplines, un 
levier pour renforcer des pratiques pédagogiques 
et en développer de nouvelles?
La parution d'un nouveau programme d'Histoire des 
arts en cycles 3 et 4 à partir de la rentrée 
2026 invite à investir ses composantes majeures 
dans une déclinaison opérationnelle en relation 
avec une structure partenariale.";3;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100328/tab/trainee/pill/individualTrainingPlan
100329;ENS; HISTOIRE DES ARTS;L'enseignement de l'Histoire des arts et le patrimoine en collège : retour réflexif;25A0090215;HDA_01 @ L'HISTOIRE DES ARTS A PORTEE DE MOTS CLG;Enseignants du 2nd degré.;"Insuffler une dynamique au sein des établissements 
ou inter-établissements.
Investir les outils numériques pour échanger, 
partager et mutualiser, garder 
trace.
Collaborer avec des enseignants de même discipline 
ou d'autres disciplines sur un 
objet d'étude commun.
Découvrir et parfaire ses connaissances dans 
d'autres champs disciplinaires.";"AUTRE CONTENU ARTS ET PATRIMOINE
Mutualisation des projets disciplinaires ou 
interdisciplinaires qui articulent 
l'histoire des arts et le lieu visité. La mise en 
oeuvre d'un nouveau programme 
Histoire des arts en cycles 3 et 4 est l'occasion 
d'investir ce volet qui est un 
élément majeur de cet enseignement partagé.";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100329/tab/trainee/pill/individualTrainingPlan
100567;ENS; HISTOIRE DES ARTS;Webinaire informatif sur les certifications complémentaires pour les 5 enseignements artistiques (PV);25A0090304;HDA_04 @ WEBINAIRE CERTIF. COMPLEMENT.EN ARTS (PV);"Enseignants prioritairement du 2nd degré. Toutes 
disciplines concernées.";"La certification complémentaire en arts permet 
d'attester de compétences dans un domaine de culture 
artistique et offre l'opportunité d'en acquérir 
d'autres. Prenant appui sur les programmes en 
lycée, mobilisant des expériences professionnelles 
et convoquant une expertise scientifique plus ou 
moins étayée et étoffée, il s'agit d'accompagner les 
préparationnaires dans leur démarche qu'il s'agisse 
de la construction de progressive du rapport 
dactylographié et de l'épreuve orale. Plusieurs 
points seront abordés : réflexions didactiques et 
pistes pédagogiques en lien avec les projets 
envisagés, connaissance des acteurs institutionnels 
et des ressources régionales.";"AUTRE CONTENU ARTS ET PATRIMOINE
Ce premier temps informatif commun aux enseignements 
artistiques (octobre 2025)abordera les différentes 
exigences et attendus de cette épreuve certificative 
Arts avec cinq options : arts du cirque, cinéma et 
audiovisuel, danse, histoire de l'art, théâtre.";2;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100567/tab/trainee/pill/individualTrainingPlan
101711;ENS; HISTOIRE ET GEOGRAPHIE;Sortir de la seconde guerre mondiale, refonder la France;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Enseignants d'Histoire-Géographie du Secondaire (collège, lycée, spécialité HGGSP);"- renforcer ses connaissances disciplinaires
- être capable d'opérer un choix pertinent de documents";"HISTOIRE, GEOGRAPHIE
Au printemps 1945, le territoire français est totalement libéré. Le Gouvernement provisoire de la République française est placé devant des défis immenses. À la nécessité de reconstruire le pays et de châtier les traitres, s'ajoute la mise en œuvre du projet de refondation démocratique pensé par la Résistance. Il s'agit de moderniser et d'élargir la République en accordant enfin les droits politiques aux femmes, en jetant les bases de l'Etat-providence tout en renforçant la place de l'Etat. 
Interventions de spécialistes sur le site de la Coupole.";6;50;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101711/tab/trainee/pill/individualTrainingPlan
101712;ENS; HISTOIRE ET GEOGRAPHIE;Maîtriser sa programmation en histoire-géographie : l'exemple de l'enseignement de la Révolution Française;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée GT;Répondre aux difficultés exprimées par les enseignants dans la mise en œuvre de cette question. Réfléchir aux choix didactiques qui peuvent être faits au quotidien pour traiter les programmes de façon complète et équilibrée.;"HISTOIRE, GEOGRAPHIE
Au collège comme au lycée général et technologique, les chapitres portant sur la période révolutionnaire sont considérés comme difficiles à enseigner en raison de l'ampleur du sujet. Comment traiter efficacement ce sujet sans mettre en péril l'équilibre de la programmation annuelle ? Comment éviter le piège du récit exhaustif autant que celui des approches exagérément simplificatrices ? Quels objectifs viser aux différents niveaux de la scolarité des élèves ? Comment faire des choix dans les repères chronologiques, les acteurs, les notions ? Ce court module de formation en distanciel permettra de poser ces questions et de proposer aux enseignants des pistes de réflexion et des exemples de mise en œuvre au collège et au LGT.
Modalités : 3H un mercredi après-midi en visio";3;45;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101712/tab/trainee/pill/individualTrainingPlan
101713;ENS; HISTOIRE ET GEOGRAPHIE;Renouveler l'enseignement de la géographie en classe;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée général et technologique;"Croiser le regard sur les choix et stratégies didactiques pédagogiques au collège et au lycée autour de cette question.
Consolider les gestes professionnels relatifs à l'enseignement de la géographie. Outiller les enseignants sur les démarches spécifiques à mettre en œuvre.";"HISTOIRE, GEOGRAPHIE
Les démarches en géographie sont nombreuses, variées et peuvent être complexes à mettre en place. Il s'agit de réfléchir collectivement et d'élaborer des stratégies pour amener l'élève à adopter un raisonnement géographique et développer ses compétences tout au long de son parcours scolaire. Comment intégrer dans son enseignement tout en les distinguant études de cas, exemples, question spécifique sur la France, changements d'échelles...? Apports théoriques sur ces questions. Réflexions sur les spécificités des démarches. Ateliers autour des usages et des stratégies à mettre en place. Réflexions et échanges autour de la mise en œuvre des programmes de géographie. Réflexions autour de l'évaluation. 
Modalités : 2 demi-journées (mercredi après-midi)";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101713/tab/trainee/pill/individualTrainingPlan
101714;ENS; HISTOIRE ET GEOGRAPHIE;Géopolitique de la France : la France dans le monde de demain;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée;Approfondir et renouveler ses approches disciplinaires. Croiser les regards avec des partenaires experts sur des objets communs. Articuler les programmes avec les parcours de l'élève.;"HISTOIRE, GEOGRAPHIE
Les nouvelles formes de guerre et la résurgence de conflictualités bousculent la géopolitique mondiale. A partir de certaines de ces transformations, il s'agit de questionner la manière dont la France fait face, analyse et anticipe les évolutions géopolitiques contemporaines. La redéfinition des enjeux et des axes stratégiques ainsi que l'engagement des forces et des moyens sur les théâtres d'opération seront au cœur de l'analyse.
Modalités : 1h30 en visio en fin d'après-midi / 1h30 en asynchrone (voir module E) / 3H un mercredi pm";5;40;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101714/tab/trainee/pill/individualTrainingPlan
101715;ENS; HISTOIRE ET GEOGRAPHIE;Géopolitique de la France : la France dans le monde de demain - Distanciel;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée;Approfondir et renouveler ses approches disciplinaires. Croiser les regards avec des partenaires experts sur des objets communs. Articuler les programmes avec les parcours de l'élève.;"HISTOIRE, GEOGRAPHIE
Les nouvelles formes de guerre et la résurgence de conflictualités bousculent la géopolitique mondiale. A partir de certaines de ces transformations, il s'agit de questionner la manière dont la France fait face, analyse et anticipe les évolutions géopolitiques contemporaines. La redéfinition des enjeux et des axes stratégiques ainsi que l'engagement des forces et des moyens sur les théâtres d'opération seront au cœur de l'analyse.
Modalités : 1h30 en asynchrone";2;40;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101715/tab/trainee/pill/individualTrainingPlan
